CombinedSpineCont... started logging at time 03012018_173738 with 4 abstract markers.
time (sec),rot vert pos (rad),0_abstractMarker((0.5  0.5  0.5)).X,0_abstractMarker((0.5  0.5  0.5)).Y,0_abstractMarker((0.5  0.5  0.5)).Z,1_abstractMarker((0.2  0.7  0.2)).X,1_abstractMarker((0.2  0.7  0.2)).Y,1_abstractMarker((0.2  0.7  0.2)).Z,2_abstractMarker((0.5  0.2  0)).X,2_abstractMarker((0.5  0.2  0)).Y,2_abstractMarker((0.5  0.2  0)).Z,3_abstractMarker((0  0.7  0.7)).X,3_abstractMarker((0  0.7  0.7)).Y,3_abstractMarker((0  0.7  0.7)).Z,
13.4936,0.0670464,-0.695677,1.49839,-0.0722863,-0.678949,1.49839,0.0777842,0.0400856,1.49851,-0.0696322,0.0236167,1.49851,0.080467,
13.5037,0.0670986,-0.695677,1.49839,-0.0722883,-0.678949,1.49839,0.0777822,0.0400858,1.49851,-0.0696306,0.0236127,1.49851,0.0804682,
13.5138,0.0672674,-0.695677,1.49839,-0.0722903,-0.678949,1.49839,0.0777802,0.0400861,1.49851,-0.069629,0.0236092,1.49851,0.0804693,
13.5239,0.0675525,-0.695677,1.49839,-0.0722924,-0.678948,1.49839,0.0777781,0.0400863,1.49851,-0.0696275,0.0236057,1.49851,0.0804705,
13.534,0.067877,-0.695676,1.49839,-0.0722948,-0.678948,1.49839,0.0777757,0.0400865,1.49851,-0.0696258,0.0236019,1.49851,0.0804716,
13.5441,0.0681528,-0.695676,1.49839,-0.0722973,-0.678948,1.49839,0.0777732,0.0400868,1.49851,-0.0696241,0.0235975,1.49851,0.0804728,
13.5542,0.0683147,-0.695676,1.49839,-0.0722999,-0.678947,1.49839,0.0777706,0.040087,1.49851,-0.0696224,0.0235927,1.49851,0.080474,
13.5643,0.0683576,-0.695676,1.49839,-0.0723023,-0.678947,1.49839,0.0777682,0.0400873,1.49851,-0.0696207,0.0235878,1.49851,0.0804752,
13.5744,0.0683462,-0.695676,1.49839,-0.0723046,-0.678947,1.49839,0.0777659,0.0400875,1.49851,-0.069619,0.0235831,1.49851,0.0804763,
13.5845,0.068358,-0.695675,1.49839,-0.0723067,-0.678946,1.49839,0.0777637,0.0400877,1.49851,-0.0696173,0.0235788,1.49851,0.0804775,
13.5946,0.0684582,-0.695675,1.49839,-0.0723088,-0.678946,1.49839,0.0777616,0.040088,1.49851,-0.0696158,0.023575,1.49851,0.0804786,
13.6047,0.0686853,-0.695675,1.49839,-0.072311,-0.678946,1.49839,0.0777595,0.0400882,1.49851,-0.0696143,0.0235715,1.49851,0.0804797,
13.6148,0.0690013,-0.695675,1.49839,-0.0723133,-0.678945,1.49839,0.0777572,0.0400884,1.49851,-0.0696127,0.0235679,1.49851,0.0804809,
13.6249,0.0693165,-0.695674,1.49839,-0.0723158,-0.678945,1.49839,0.0777546,0.0400886,1.49851,-0.0696111,0.0235638,1.49851,0.080482,
13.635,0.0695501,-0.695674,1.49839,-0.0723185,-0.678945,1.49839,0.077752,0.0400889,1.49851,-0.0696093,0.0235592,1.49851,0.0804832,
13.6451,0.0696574,-0.695674,1.49839,-0.0723211,-0.678945,1.49839,0.0777493,0.0400891,1.49851,-0.0696076,0.0235543,1.49851,0.0804844,
13.6552,0.0696686,-0.695674,1.49839,-0.0723236,-0.678944,1.49839,0.0777468,0.0400894,1.49851,-0.0696059,0.0235494,1.49851,0.0804855,
13.6653,0.0696606,-0.695673,1.49839,-0.0723259,-0.678944,1.49839,0.0777445,0.0400896,1.49851,-0.0696043,0.0235449,1.49851,0.0804866,
13.6754,0.069706,-0.695673,1.49839,-0.0723281,-0.678944,1.49839,0.0777423,0.0400898,1.49851,-0.0696027,0.0235408,1.49851,0.0804877,
13.6855,0.0698626,-0.695673,1.49839,-0.0723303,-0.678943,1.49839,0.0777401,0.04009,1.49851,-0.0696012,0.0235372,1.49851,0.0804888,
13.6956,0.0701403,-0.695673,1.49839,-0.0723326,-0.678943,1.49839,0.0777378,0.0400902,1.49851,-0.0695997,0.0235337,1.49851,0.0804899,
13.7057,0.0704692,-0.695673,1.49839,-0.0723351,-0.678943,1.49839,0.0777352,0.0400905,1.49851,-0.0695981,0.0235299,1.49851,0.0804911,
13.7158,0.0707594,-0.695672,1.49839,-0.0723378,-0.678942,1.49839,0.0777325,0.0400907,1.49851,-0.0695964,0.0235256,1.49851,0.0804922,
13.7259,0.0709413,-0.695672,1.49839,-0.0723406,-0.678942,1.49839,0.0777298,0.0400909,1.49851,-0.0695947,0.0235208,1.49851,0.0804934,
13.736,0.0710002,-0.695672,1.49839,-0.0723433,-0.678942,1.49839,0.0777271,0.0400912,1.49851,-0.069593,0.0235159,1.49851,0.0804945,
13.7461,0.0709952,-0.695672,1.49839,-0.0723458,-0.678941,1.49839,0.0777245,0.0400914,1.49851,-0.0695914,0.0235111,1.49851,0.0804956,
13.7562,0.0710046,-0.695671,1.49839,-0.0723481,-0.678941,1.49839,0.0777222,0.0400916,1.49851,-0.0695898,0.0235067,1.49851,0.0804967,
13.7663,0.0710952,-0.695671,1.49839,-0.0723504,-0.678941,1.49839,0.0777199,0.0400918,1.49851,-0.0695882,0.0235028,1.49851,0.0804978,
13.7764,0.071311,-0.695671,1.49839,-0.0723527,-0.678941,1.49839,0.0777176,0.040092,1.49851,-0.0695867,0.0234993,1.49851,0.0804988,
13.7865,0.0716247,-0.695671,1.49839,-0.0723552,-0.67894,1.49839,0.0777151,0.0400922,1.49851,-0.0695852,0.0234957,1.49851,0.0804999,
13.7966,0.0719489,-0.695671,1.49839,-0.0723579,-0.67894,1.49839,0.0777124,0.0400925,1.49851,-0.0695836,0.0234917,1.49851,0.0805011,
13.8067,0.0722002,-0.69567,1.49839,-0.0723607,-0.67894,1.49839,0.0777095,0.0400927,1.49851,-0.069582,0.0234872,1.49851,0.0805022,
13.8168,0.0723268,-0.69567,1.49839,-0.0723636,-0.678939,1.49839,0.0777067,0.0400929,1.49851,-0.0695803,0.0234823,1.49851,0.0805033,
13.8269,0.0723498,-0.69567,1.49839,-0.0723663,-0.678939,1.49839,0.077704,0.0400932,1.49851,-0.0695786,0.0234774,1.49851,0.0805044,
